0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
-0.0379926,-0.0379144,-0.0378523,-0.0378122,-0.0377991,-0.0378159,-0.0378629,-0.0379388,-0.0380407,-0.0381658,-0.0383107,-0.0384728,-0.0386494,-0.038838,-0.0390343,-0.0392214,-0.0393287,-0.0394071,-0.0394937,-0.0395819,-0.0397897,-0.0395973,-0.0399915,-0.0396577,-0.0400743,-0.039701,-0.0401441,-0.0397322,-0.0402162,-0.0397593,-0.0403172,-0.0398216,-0.0404172,-0.0399805,-0.0406662,-0.040235,-0.040979,-0.0407665,-0.0415127,-0.0412761,-0.0420033,-0.0416528,-0.0423818,-0.0420021,-0.042703,-0.0423058,-0.04298,-0.0425688,-0.0432228,-0.0427972,-0.0434383,-0.0429961,-0.0436312,-0.0431703,-0.0438049,-0.0433241,-0.0439624,-0.0434616,-0.0441067,-0.0435869,-0.0442408,-0.0437037,-0.0443673,-0.0438147,-0.0444884,-0.0439218,-0.0446054,-0.0440261,-0.0447192,-0.0441283,-0.0448303,-0.0442286,-0.0449391,-0.0443273,-0.0450455,-0.0444241,-0.0451498,-0.0445193,-0.045252,-0.0446127,-0.0453521,-0.0447044,-0.0454503,-0.0447944,-0.0455465,-0.0448829,-0.045641,-0.0449698,-0.0457338,-0.0450552,-0.045825,-0.0451393,-0.0459148,-0.0452221,-0.0460031,-0.0453037,-0.0460901,-0.0453842,-0.0461759,-0.0454637,-0.0462606
0.0220353,0.0217744,0.0214939,0.0211937,0.0208746,0.0205374,0.0201832,0.0198123,0.0194248,0.0190209,0.0186006,0.0181646,0.0177142,0.0172525,0.0167883,0.0163595,0.0161175,0.0159799,0.0158704,0.0157837,0.0155988,0.0158044,0.0154959,0.0158037,0.0154984,0.015827,0.0155214,0.0158715,0.0155567,0.0159351,0.0155942,0.0160039,0.0156905,0.0161233,0.0157849,0.0162606,0.0159683,0.0164529,0.0160519,0.0166485,0.0161775,0.0167799,0.0162879,0.0168947,0.0163898,0.0169817,0.0164697,0.0170483,0.0165353,0.0171046,0.0165941,0.0171588,0.0166518,0.017216,0.0167119,0.0172787,0.0167767,0.0173478,0.0168467,0.0174229,0.0169216,0.017503,0.0170008,0.0175871,0.0170833,0.017674,0.0171682,0.0177629,0.0172549,0.017853,0.0173427,0.0179437,0.0174311,0.0180348,0.0175198,0.0181259,0.0176085,0.0182167,0.017697,0.018307,0.0177852,0.0183969,0.0178728,0.018486,0.0179598,0.0185745,0.0180461,0.0186621,0.0181316,0.0187489,0.0182163,0.0188347,0.0183002,0.0189196,0.0183831,0.0190036,0.0184651,0.0190865,0.0185461,0.0191685,0.0186261
-0.0186911,-0.0186237,-0.0185555,-0.0184902,-0.0184332,-0.0183901,-0.018366,-0.018365,-0.0183897,-0.0184419,-0.0185222,-0.0186307,-0.0187667,-0.0189289,-0.0191137,-0.0193058,-0.0194338,-0.0195222,-0.0196042,-0.0196791,-0.0198116,-0.0197096,-0.0198881,-0.0197154,-0.0198907,-0.0197022,-0.0198758,-0.0196694,-0.0198468,-0.0196138,-0.0198066,-0.0195411,-0.0197176,-0.0194619,-0.0196184,-0.019356,-0.0194902,-0.0192689,-0.0194479,-0.0191936,-0.0194044,-0.0191358,-0.0193444,-0.0190685,-0.0192756,-0.0189995,-0.0192076,-0.0189324,-0.0191415,-0.018867,-0.0190767,-0.018802,-0.019012,-0.0187359,-0.0189462,-0.0186678,-0.0188787,-0.0185974,-0.018809,-0.0185246,-0.0187372,-0.0184499,-0.0186636,-0.0183736,-0.0185885,-0.0182962,-0.0185123,-0.0182179,-0.0184351,-0.0181392,-0.0183574,-0.0180601,-0.0182793,-0.0179809,-0.018201,-0.0179016,-0.0181227,-0.0178225,-0.0180443,-0.0177436,-0.0179661,-0.0176648,-0.0178881,-0.0175864,-0.0178103,-0.0175083,-0.0177327,-0.0174306,-0.0176555,-0.0173532,-0.0175787,-0.0172762,-0.0175022,-0.0171996,-0.0174261,-0.0171235,-0.0173503,-0.0170478,-0.017275,-0.0169726,-0.0172001
0.0266442,0.0266854,0.0267172,0.0267392,0.0267526,0.0267602,0.026766,0.026774,0.0267882,0.0268119,0.0268473,0.0268963,0.0269594,0.0270367,0.0271266,0.0272218,0.0272871,0.0273255,0.0273527,0.027373,0.0274075,0.0273751,0.0274153,0.0273643,0.0273997,0.0273471,0.0273758,0.0273221,0.0273412,0.0272855,0.0272876,0.0272293,0.0271892,0.0271358,0.0270765,0.0270563,0.0269958,0.0270265,0.0269944,0.0270767,0.0270371,0.0271118,0.0270436,0.0271161,0.0270288,0.0271018,0.0270035,0.0270789,0.0269749,0.0270539,0.0269468,0.0270299,0.0269207,0.0270083,0.0268972,0.0269893,0.0268764,0.0269727,0.026858,0.0269583,0.0268415,0.0269457,0.0268268,0.0269344,0.0268133,0.0269243,0.0268008,0.026915,0.0267892,0.0269064,0.0267783,0.0268984,0.0267681,0.0268909,0.0267584,0.0268839,0.0267491,0.0268771,0.0267403,0.0268707,0.0267317,0.0268646,0.0267236,0.0268586,0.0267156,0.0268529,0.0267079,0.0268473,0.0267005,0.0268418,0.0266932,0.0268364,0.026686,0.0268312,0.0266789,0.0268259,0.026672,0.0268207,0.0266651,0.0268155,0.0266583
-0.0274929,-0.0258001,-0.0239368,-0.0219103,-0.0197433,-0.0174696,-0.0151267,-0.0127488,-0.0103629,-0.00798888,-0.00564123,-0.00333137,-0.00107195,0.00111327,0.00315491,0.00478643,0.00520773,0.00524007,0.00532455,0.00539834,0.00622044,0.00480474,0.00674529,0.00479546,0.00670571,0.00461244,0.00649967,0.00421885,0.00610481,0.00353618,0.00543271,0.00255095,0.00385069,0.00101645,0.00240441,-0.000596568,9.09896e-05,-0.00306627,-0.00186895,-0.00545274,-0.00402251,-0.00719627,-0.00574368,-0.0088711,-0.00736408,-0.0103746,-0.0088036,-0.0117178,-0.0101041,-0.0129362,-0.0113023,-0.0140632,-0.0124243,-0.0151225,-0.0134874,-0.0161299,-0.014503,-0.0170958,-0.0154787,-0.018027,-0.0164199,-0.0189282,-0.0173304,-0.0198024,-0.0182132,-0.0206519,-0.0190702,-0.0214782,-0.0199031,-0.0222825,-0.0207131,-0.0230656,-0.0215013,-0.0238285,-0.0222684,-0.0245716,-0.0230153,-0.0252957,-0.0237426,-0.0260014,-0.0244512,-0.0266893,-0.0251417,-0.0273602,-0.0258148,-0.0280146,-0.0264712,-0.0286532,-0.0271117,-0.0292766,-0.0277367,-0.0298855,-0.0283471,-0.0304804,-0.0289433,-0.0310618,-0.0295259,-0.0316304,-0.0300956,-0.0321866,-0.0306527
0.0143288,0.0148757,0.0155038,0.016217,0.0170137,0.0178876,0.0188293,0.0198287,0.020877,0.0219665,0.023091,0.0242447,0.0254219,0.0266137,0.0277979,0.0288774,0.0294713,0.0298679,0.0302413,0.0305589,0.0312148,0.0305571,0.0316675,0.0306397,0.0317536,0.0306357,0.0317658,0.0305537,0.0317299,0.0303957,0.0316692,0.0302161,0.0313653,0.0299542,0.0312551,0.0297867,0.0310495,0.0298461,0.0313841,0.0300478,0.031702,0.0302818,0.0319586,0.03051,0.0321424,0.0307124,0.0322936,0.0308853,0.032416,0.0310248,0.03251,0.0311282,0.0325753,0.0311955,0.0326121,0.0312293,0.0326224,0.0312343,0.0326098,0.031216,0.0325787,0.0311804,0.0325337,0.0311323,0.0324786,0.0310756,0.0324163,0.0310128,0.032349,0.030946,0.0322781,0.0308761,0.0322045,0.030804,0.0321288,0.0307301,0.0320516,0.0306549,0.0319731,0.0305787,0.0318937,0.0305015,0.0318136,0.0304237,0.0317329,0.0303453,0.0316519,0.0302666,0.0315706,0.0301877,0.0314892,0.0301087,0.0314079,0.0300297,0.0313268,0.0299509,0.0312458,0.0298722,0.0311653,0.029794,0.0310851
-0.117766,-0.117161,-0.116476,-0.115714,-0.114883,-0.113997,-0.11307,-0.112118,-0.111152,-0.110181,-0.109213,-0.108252,-0.107304,-0.106378,-0.105494,-0.104743,-0.104422,-0.104254,-0.10409,-0.103955,-0.103546,-0.104054,-0.10326,-0.103995,-0.103214,-0.104003,-0.103231,-0.104084,-0.103312,-0.104263,-0.103482,-0.104534,-0.103959,-0.10495,-0.104321,-0.105325,-0.10485,-0.105739,-0.105085,-0.106022,-0.105313,-0.106197,-0.105504,-0.10639,-0.105719,-0.106582,-0.105926,-0.106768,-0.106123,-0.106946,-0.10631,-0.107117,-0.10649,-0.107285,-0.106665,-0.10745,-0.106837,-0.107614,-0.107006,-0.107776,-0.107172,-0.107936,-0.107336,-0.108094,-0.107498,-0.10825,-0.107656,-0.108403,-0.107812,-0.108553,-0.107965,-0.1087,-0.108116,-0.108844,-0.108263,-0.108985,-0.108407,-0.109124,-0.108548,-0.109259,-0.108686,-0.109392,-0.108822,-0.109522,-0.108954,-0.109649,-0.109084,-0.109774,-0.109211,-0.109896,-0.109336,-0.110016,-0.109458,-0.110133,-0.109577,-0.110248,-0.109695,-0.11036,-0.109809,-0.11047,-0.109922
0.00143207,0.00138703,0.00133163,0.00126615,0.00119212,0.00111224,0.00102982,0.000948245,0.000870519,0.000799146,0.000736134,0.000683098,0.000641418,0.000612465,0.000598051,0.000601147,0.000620472,0.000645272,0.000676038,0.000710415,0.000762108,0.000744782,0.000798518,0.000755444,0.00080674,0.000759359,0.000807552,0.000756535,0.000802507,0.000746683,0.00079329,0.000733963,0.000769805,0.000726307,0.000722339,0.000710361,0.000694287,0.000733753,0.000703058,0.000801533,0.000754921,0.000860707,0.00078464,0.00090697,0.000809028,0.000938871,0.000826188,0.000962518,0.000839726,0.000983007,0.000852182,0.00100333,0.000865184,0.00102507,0.000879791,0.00104905,0.000896684,0.00107567,0.000916254,0.00110506,0.000938654,0.00113715,0.000963864,0.00117177,0.000991751,0.00120871,0.00102212,0.00124772,0.00105476,0.00128859,0.00108945,0.00133109,0.00112597,0.00137503,0.00116413,0.00142024,0.00120375,0.00146657,0.00124466,0.0015139,0.00128673,0.0015621,0.00132984,0.00161109,0.00137388,0.00166077,0.00141875,0.00171107,0.00146437,0.00176193,0.00151068,0.00181329,0.0015576,0.00186508,0.00160507,0.00191727,0.00165304,0.0019698,0.00170146,0.00202264,0.00175029
-0.0900633,-0.0902412,-0.0904454,-0.0906758,-0.0909298,-0.0912029,-0.0914899,-0.0917857,-0.0920862,-0.0923886,-0.0926912,-0.0929929,-0.0932938,-0.0935942,-0.093893,-0.0941741,-0.0943524,-0.0945207,-0.0947287,-0.0949574,-0.0953774,-0.0951626,-0.0957999,-0.0953439,-0.0960135,-0.0954955,-0.0962054,-0.0956318,-0.0964071,-0.0957743,-0.0966729,-0.0959897,-0.0969555,-0.096305,-0.0973601,-0.0966581,-0.0977278,-0.0972838,-0.0983727,-0.097916,-0.0990105,-0.0984233,-0.0995157,-0.0988924,-0.0999339,-0.0992913,-0.100283,-0.0996291,-0.100579,-0.0999166,-0.100834,-0.100162,-0.101055,-0.100371,-0.101247,-0.100551,-0.101414,-0.100705,-0.101561,-0.10084,-0.10169,-0.100961,-0.101807,-0.10107,-0.101914,-0.10117,-0.102012,-0.101264,-0.102104,-0.101352,-0.102191,-0.101436,-0.102273,-0.101515,-0.102351,-0.101591,-0.102425,-0.101663,-0.102495,-0.101732,-0.102563,-0.101798,-0.102627,-0.10186,-0.102688,-0.10192,-0.102747,-0.101978,-0.102803,-0.102033,-0.102857,-0.102085,-0.102909,-0.102136,-0.102959,-0.102185,-0.103007,-0.102232,-0.103054,-0.102277,-0.103099
0.00500922,0.00495092,0.00487704,0.00478767,0.0046846,0.00457121,0.00445174,0.00433039,0.0042108,0.00409573,0.00398701,0.00388555,0.00379132,0.00370314,0.0036183,0.00353295,0.00345389,0.00337096,0.00328843,0.00320647,0.00310491,0.00310973,0.00301418,0.0030578,0.00296248,0.00301514,0.00291808,0.00298027,0.0028771,0.00295276,0.00283385,0.00292865,0.00280187,0.00291319,0.00281318,0.00291451,0.00284358,0.00292116,0.00283575,0.00285599,0.00276563,0.0027838,0.00270921,0.00272767,0.00265943,0.00268321,0.00261658,0.00264385,0.00257665,0.00260571,0.00253693,0.00256706,0.00249612,0.00252729,0.00245382,0.00248645,0.00241024,0.00244482,0.00236579,0.00240275,0.00232092,0.00236054,0.00227601,0.00231836,0.00223128,0.00227634,0.00218686,0.00223449,0.00214276,0.00219282,0.00209897,0.00215132,0.00205546,0.00210996,0.00201218,0.00206873,0.0019691,0.00202762,0.0019262,0.00198662,0.00188346,0.00194573,0.00184088,0.00190495,0.00179845,0.00186428,0.00175618,0.00182373,0.00171406,0.00178331,0.0016721,0.001743,0.0016303,0.00170283,0.00158865,0.00166278,0.00154717,0.00162287,0.00150584,0.00158309,0.00146468
-0.151201,-0.151127,-0.151068,-0.151031,-0.151019,-0.151035,-0.151081,-0.151154,-0.151254,-0.151377,-0.151524,-0.151692,-0.151882,-0.152098,-0.152347,-0.152635,-0.152912,-0.153151,-0.153372,-0.153603,-0.153921,-0.153897,-0.154235,-0.154054,-0.154407,-0.154184,-0.154555,-0.154288,-0.154689,-0.154362,-0.154828,-0.154409,-0.154934,-0.154438,-0.154967,-0.154464,-0.154954,-0.154538,-0.155134,-0.154858,-0.155478,-0.155208,-0.155758,-0.155502,-0.156026,-0.155763,-0.156277,-0.156012,-0.156521,-0.156257,-0.156764,-0.156499,-0.157005,-0.156737,-0.157244,-0.156968,-0.157479,-0.157191,-0.157707,-0.157406,-0.157926,-0.157613,-0.158138,-0.157812,-0.158343,-0.158006,-0.158541,-0.158194,-0.158734,-0.158378,-0.158923,-0.158558,-0.159107,-0.158735,-0.159288,-0.158909,-0.159465,-0.15908,-0.15964,-0.159249,-0.159811,-0.159415,-0.15998,-0.159578,-0.160146,-0.159738,-0.160309,-0.159896,-0.16047,-0.160052,-0.160628,-0.160205,-0.160784,-0.160356,-0.160937,-0.160504,-0.161088,-0.160651,-0.161237,-0.160795,-0.161384
0.00390621,0.00367392,0.0034199,0.00314364,0.00284545,0.00252601,0.00218583,0.00182481,0.0014421,0.00103617,0.00060475,0.000144549,-0.000349378,-0.000885018,-0.00147499,-0.0021241,-0.00269456,-0.00310514,-0.00341338,-0.00368358,-0.00400325,-0.00395763,-0.00424092,-0.00406017,-0.00433933,-0.00412943,-0.00440754,-0.00416752,-0.00445403,-0.00416976,-0.00448668,-0.00412984,-0.00444557,-0.00399324,-0.00428844,-0.00378645,-0.00398359,-0.00342653,-0.00379899,-0.0032969,-0.00376319,-0.00332401,-0.00373993,-0.00332915,-0.00374829,-0.00334903,-0.00378144,-0.00339586,-0.00383756,-0.00346832,-0.0039136,-0.00355856,-0.00400406,-0.00365816,-0.00410234,-0.00376,-0.00420235,-0.00385893,-0.0042995,-0.00395204,-0.00439107,-0.00403819,-0.00447602,-0.00411748,-0.00455443,-0.00419069,-0.00462701,-0.00425878,-0.00469468,-0.00432273,-0.00475836,-0.00438335,-0.00481882,-0.00444129,-0.00487667,-0.004497,-0.00493237,-0.00455082,-0.00498621,-0.00460298,-0.0050384,-0.00465362,-0.0050891,-0.00470284,-0.0051384,-0.00475072,-0.00518637,-0.00479731,-0.00523306,-0.00484265,-0.00527852,-0.00488679,-0.00532277,-0.00492976,-0.00536588,-0.0049716,-0.00540786,-0.00501234,-0.00544876,-0.00505203,-0.00548862
0.0143551,0.0144183,0.0144829,0.0145452,0.0146003,0.014643,0.0146682,0.0146718,0.0146505,0.0146018,0.0145238,0.0144142,0.0142706,0.0140885,0.0138605,0.0135792,0.0133019,0.0130837,0.0129035,0.0127333,0.0125338,0.0125445,0.0123877,0.0124831,0.0123297,0.0124437,0.0122923,0.0124258,0.0122702,0.0124334,0.0122579,0.0124686,0.0122841,0.0125301,0.0123849,0.0126341,0.0125263,0.0127577,0.0125806,0.0127731,0.0125563,0.0127347,0.0125494,0.0127172,0.012537,0.0127031,0.0125207,0.0126835,0.0124983,0.012656,0.0124695,0.0126226,0.0124357,0.0125862,0.0123994,0.0125496,0.0123631,0.012515,0.0123286,0.0124834,0.0122971,0.0124552,0.0122691,0.0124305,0.0122444,0.0124087,0.0122228,0.0123896,0.0122038,0.0123726,0.0121869,0.0123574,0.0121718,0.0123436,0.0121583,0.0123312,0.012146,0.0123199,0.012135,0.0123097,0.0121249,0.0123004,0.0121159,0.012292,0.0121078,0.0122845,0.0121005,0.0122778,0.0120942,0.0122719,0.0120886,0.0122668,0.0120838,0.0122625,0.0120798,0.0122588,0.0120765,0.0122559,0.0120739,0.0122537,0.012072
0.000158537,0.000195838,0.000225243,0.000246385,0.000260181,0.000268936,0.000275985,0.000285082,0.000299865,0.000323571,0.00035897,0.000408473,0.000474381,0.000559318,0.000666841,0.000799218,0.000925468,0.00101197,0.00107242,0.00112334,0.00117896,0.00117449,0.00121065,0.00118217,0.00121429,0.00118184,0.00120849,0.00117248,0.00119185,0.00115051,0.00115811,0.00110911,0.00108731,0.00104175,0.0010014,0.000986046,0.00094619,0.000981966,0.000952485,0.00101941,0.000978151,0.00103409,0.000980369,0.0010319,0.000965128,0.00101663,0.000940204,0.000992647,0.000910094,0.000963533,0.000877176,0.000931786,0.000842873,0.000899016,0.000808184,0.000866284,0.000773848,0.000834264,0.000740367,0.000803318,0.000708016,0.000773566,0.000676875,0.00074497,0.000646891,0.000717402,0.000617939,0.000690706,0.000589864,0.000664729,0.00056252,0.000639338,0.000535781,0.00061443,0.000509547,0.000589925,0.000483746,0.00056577,0.000458325,0.000541927,0.000433251,0.000518371,0.000408501,0.000495088,0.000384059,0.000472066,0.000359916,0.000449301,0.000336064,0.000426787,0.000312498,0.00040452,0.000289212,0.000382498,0.000266201,0.000360715,0.000243461,0.000339169,0.000220985,0.000317856,0.000198769
-0.187463,-0.185869,-0.184106,-0.182179,-0.180106,-0.177915,-0.175636,-0.173294,-0.170908,-0.168485,-0.166027,-0.163522,-0.16095,-0.158275,-0.155445,-0.152471,-0.15006,-0.148375,-0.1471,-0.14593,-0.144354,-0.144787,-0.143123,-0.144262,-0.14263,-0.143945,-0.142334,-0.143858,-0.14223,-0.144083,-0.142357,-0.144699,-0.143182,-0.145927,-0.14456,-0.147398,-0.14674,-0.149859,-0.148429,-0.15114,-0.149414,-0.151558,-0.150136,-0.152111,-0.15071,-0.152604,-0.151156,-0.152974,-0.15149,-0.153222,-0.151725,-0.153376,-0.151882,-0.153467,-0.151985,-0.153521,-0.152056,-0.153558,-0.152112,-0.153591,-0.152163,-0.153626,-0.152216,-0.153665,-0.152272,-0.153709,-0.152332,-0.153756,-0.152393,-0.153805,-0.152455,-0.153854,-0.152516,-0.153902,-0.152576,-0.153949,-0.152633,-0.153993,-0.152687,-0.154036,-0.152738,-0.154076,-0.152787,-0.154114,-0.152833,-0.15415,-0.152877,-0.154184,-0.152918,-0.154217,-0.152958,-0.154248,-0.152996,-0.154278,-0.153032,-0.154308,-0.153067,-0.154336,-0.153101,-0.154363,-0.153134
0.0454051,0.045917,0.046507,0.0471796,0.0479347,0.0487682,0.0496737,0.0506452,0.0516783,0.0527714,0.0539264,0.0551493,0.0564525,0.0578594,0.0594111,0.0611429,0.0627345,0.063973,0.0649612,0.065861,0.0669292,0.066833,0.0677877,0.0672347,0.0681856,0.0675249,0.0684827,0.0677109,0.0687093,0.067778,0.0688973,0.0677149,0.0688781,0.067408,0.068523,0.0670075,0.067928,0.066427,0.0678295,0.0667161,0.0683074,0.0673532,0.0687367,0.06787,0.0691902,0.0683469,0.0696421,0.0688281,0.0701004,0.0693235,0.0705687,0.0698237,0.0710411,0.0703154,0.071507,0.0707873,0.071956,0.0712322,0.0723811,0.0716473,0.0727792,0.0720334,0.0731508,0.0723935,0.0734982,0.0727312,0.0738245,0.0730501,0.0741329,0.073353,0.0744262,0.0736425,0.0747067,0.0739203,0.0749759,0.0741877,0.0752352,0.0744456,0.0754854,0.0746948,0.0757273,0.0749358,0.0759612,0.0751691,0.0761878,0.0753949,0.0764072,0.0756137,0.0766199,0.0758257,0.076826,0.0760312,0.0770258,0.0762304,0.0772197,0.0764236,0.0774078,0.0766112,0.0775904,0.0767932,0.0777677
-0.0187653,-0.0181986,-0.0175557,-0.0168368,-0.0160484,-0.0152011,-0.0143076,-0.0133788,-0.0124231,-0.0114451,-0.010446,-0.00942331,-0.00836958,-0.00727068,-0.00610334,-0.00486084,-0.0037998,-0.00300286,-0.00237924,-0.00182201,-0.00112061,-0.00124974,-0.000560779,-0.000983832,-0.000310022,-0.000799328,-0.000136616,-0.00069872,-3.24398e-05,-0.000704108,-4.1825e-06,-0.000836399,-0.000217896,-0.00117037,-0.000595883,-0.00154724,-0.0011713,-0.00210784,-0.0014659,-0.00219851,-0.00147443,-0.00207807,-0.00146932,-0.002026,-0.00145095,-0.00198936,-0.00142237,-0.00194147,-0.00137886,-0.00187522,-0.00131895,-0.00179448,-0.00124581,-0.00170571,-0.00116495,-0.00161503,-0.00108193,-0.00152699,-0.00100107,-0.00144422,-0.000924977,-0.0013677,-0.000854687,-0.00129733,-0.000790171,-0.00123241,-0.000730806,-0.00117206,-0.000675762,-0.00111543,-0.000624223,-0.00106182,-0.000575501,-0.00101068,-0.000529069,-0.000961614,-0.000484543,-0.000914354,-0.000441659,-0.000868708,-0.000400239,-0.000824545,-0.000360161,-0.000781774,-0.000321343,-0.000740327,-0.000283723,-0.000700149,-0.000247251,-0.000661191,-0.000211885,-0.000623408,-0.000177585,-0.000586757,-0.00014431,-0.000551193,-0.000112022,-0.000516675,-8.068e-05,-0.000483157,-5.02453e-05
-0.0613466,-0.0613891,-0.0614415,-0.0615035,-0.0615738,-0.0616501,-0.0617295,-0.0618089,-0.0618856,-0.0619575,-0.0620226,-0.0620795,-0.0621268,-0.062163,-0.0621856,-0.0621899,-0.0621708,-0.0621382,-0.0620951,-0.0620431,-0.0619779,-0.0619712,-0.0619252,-0.0619466,-0.0619029,-0.0619299,-0.061889,-0.0619209,-0.0618816,-0.0619202,-0.0618787,-0.0619259,-0.0618875,-0.061928,-0.0619305,-0.0619412,-0.0619548,-0.0619152,-0.0619472,-0.0618701,-0.0619207,-0.0618465,-0.0619141,-0.061836,-0.0619205,-0.0618402,-0.0619378,-0.0618558,-0.0619627,-0.0618792,-0.0619934,-0.0619077,-0.0620282,-0.0619392,-0.0620656,-0.0619722,-0.0621041,-0.0620053,-0.0621426,-0.0620376,-0.0621801,-0.0620687,-0.0622162,-0.0620983,-0.0622507,-0.0621266,-0.0622836,-0.0621536,-0.062315,-0.0621795,-0.0623452,-0.0622046,-0.0623744,-0.0622289,-0.0624026,-0.0622526,-0.06243,-0.0622757,-0.0624568,-0.0622984,-0.0624829,-0.0623205,-0.0625083,-0.0623423,-0.0625333,-0.0623635,-0.0625576,-0.0623844,-0.0625814,-0.0624048,-0.0626047,-0.0624247,-0.0626274,-0.0624442,-0.0626496,-0.0624633,-0.0626713,-0.0624819,-0.0626925,-0.0625002,-0.0627132
0.00213106,0.00196604,0.0017763,0.00156179,0.0013245,0.00106804,0.000796658,0.000514201,0.000223489,-7.39826e-05,-0.000378157,-0.000690623,-0.00101518,-0.00135914,-0.00173576,-0.00216109,-0.00257478,-0.00295816,-0.00333529,-0.00374161,-0.00428737,-0.00429494,-0.004835,-0.00458726,-0.0051488,-0.00483527,-0.00542213,-0.0050419,-0.00567463,-0.00520166,-0.00593577,-0.00531386,-0.00611688,-0.00531966,-0.0060775,-0.00520282,-0.00578787,-0.00493654,-0.00572999,-0.00511176,-0.00598373,-0.0054517,-0.00620709,-0.00570894,-0.00642699,-0.0059282,-0.00663425,-0.0061408,-0.00683933,-0.00635812,-0.00704818,-0.00657888,-0.00726019,-0.006798,-0.00747109,-0.00701019,-0.00767585,-0.00721156,-0.00787063,-0.00740022,-0.00805342,-0.00757602,-0.0082239,-0.00773993,-0.0083829,-0.00789342,-0.00853179,-0.00803803,-0.00867204,-0.00817512,-0.008805,-0.00830579,-0.00893176,-0.00843091,-0.00905317,-0.00855108,-0.00916986,-0.00866678,-0.00928227,-0.00877833,-0.00939074,-0.008886,-0.00949551,-0.00899,-0.00959677,-0.00909048,-0.00969468,-0.00918759,-0.00978939,-0.00928148,-0.00988101,-0.00937226,-0.00996966,-0.00946006,-0.0100555,-0.00954499,-0.0101385,-0.00962717,-0.0102189,-0.0097067,-0.0102968
-0.140915,-0.140956,-0.141007,-0.141071,-0.141146,-0.141229,-0.141319,-0.141412,-0.141507,-0.1416,-0.14169,-0.141778,-0.141863,-0.141947,-0.142032,-0.142125,-0.142216,-0.14229,-0.142333,-0.142352,-0.142361,-0.142315,-0.142351,-0.142302,-0.142335,-0.142284,-0.142314,-0.142263,-0.142287,-0.142237,-0.142251,-0.142199,-0.142184,-0.142081,-0.142083,-0.142011,-0.141973,-0.141875,-0.141899,-0.141846,-0.141876,-0.141838,-0.141849,-0.141823,-0.141834,-0.14181,-0.141825,-0.141801,-0.141819,-0.141795,-0.141816,-0.141791,-0.141814,-0.141788,-0.141813,-0.141785,-0.141812,-0.141783,-0.141811,-0.14178,-0.141809,-0.141776,-0.141807,-0.141772,-0.141804,-0.141767,-0.1418,-0.141762,-0.141795,-0.141756,-0.14179,-0.141749,-0.141785,-0.141742,-0.141779,-0.141735,-0.141773,-0.141728,-0.141766,-0.141721,-0.14176,-0.141713,-0.141753,-0.141706,-0.141746,-0.141698,-0.14174,-0.14169,-0.141733,-0.141682,-0.141726,-0.141675,-0.141719,-0.141667,-0.141712,-0.141659,-0.141706,-0.141652,-0.141699,-0.141644,-0.141692
-0.00779092,-0.00773533,-0.00769154,-0.00766356,-0.00765477,-0.00766734,-0.00770197,-0.00775826,-0.00783529,-0.00793221,-0.0080487,-0.00818547,-0.00834491,-0.00853243,-0.00875909,-0.00904159,-0.0093385,-0.00955843,-0.00968988,-0.0097618,-0.0098078,-0.00965031,-0.00978054,-0.00958414,-0.00970605,-0.00949291,-0.00960013,-0.00937381,-0.00945632,-0.00921648,-0.00925065,-0.00897017,-0.00886637,-0.00831535,-0.00828386,-0.00782169,-0.00757048,-0.0068576,-0.00693043,-0.00637541,-0.0064975,-0.00607882,-0.00608501,-0.00574612,-0.00576205,-0.00544389,-0.00549352,-0.00518239,-0.00526303,-0.00495671,-0.00505994,-0.00475668,-0.00487579,-0.00457326,-0.00470349,-0.00439947,-0.0045374,-0.0042302,-0.00437336,-0.004062,-0.00420862,-0.00389282,-0.00404174,-0.00372172,-0.00387225,-0.00354853,-0.00370037,-0.00337358,-0.00352667,-0.0031974,-0.00335183,-0.00302058,-0.00317651,-0.00284363,-0.00300125,-0.00266699,-0.00282646,-0.00249099,-0.00265243,-0.00231587,-0.00247937,-0.00214178,-0.0023074,-0.00196883,-0.00213662,-0.0017971,-0.00196706,-0.00162664,-0.00179878,-0.00145747,-0.00163178,-0.00128961,-0.00146609,-0.00112309,-0.00130172,-0.000957902,-0.00113867,-0.00079407,-0.000976968,-0.000631595,-0.000816608
